geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Xkr4	122.4541298	-0.786186993	0.352409535	-2.230890243	0.0256884	0.126315682
Rp1	2.231198612	-5.258737757	2.730441162	-1.925966334	0.054108578	NA
Sox17	345.4049789	-0.669946298	0.254175195	-2.635765843	0.008394764	0.059744815
Mrpl15	1235.172044	0.149866207	0.122676027	1.221642166	0.221842976	0.48331764
Lypla1	1810.133619	0.098912885	0.097605299	1.013396667	0.310870731	0.584994674
Tcea1	1883.905584	0.060358261	0.12362133	0.488251189	0.625371931	0.828223146
Rgs20	83.99996255	0.169590607	0.49059169	0.345685853	0.729578817	0.886706012
Atp6v1h	7923.99816	0.440093862	0.094378219	4.66308716	3.12E-06	0.000154224
Oprk1	105.979084	0.399769252	0.37873157	1.055547738	0.291174888	0.565557816
Npbwr1	0.038033754	0.194772284	4.080523814	0.047732177	0.96192969	NA
Rb1cc1	4204.958859	0.228024712	0.152472905	1.495509723	0.134781464	0.359990845
Fam150a	0	NA	NA	NA	NA	NA
St18	2.231387864	0.74770707	2.166644111	0.345099163	0.730019822	NA
Pcmtd1	2510.918094	-0.112277279	0.090750656	-1.23720626	0.216010518	0.475883154
Sntg1	229.9732116	0.619497108	0.245800566	2.520324174	0.01172468	0.073697279
Rrs1	824.3028602	0.402988458	0.142402671	2.829922043	0.004655935	0.039136728
Adhfe1	102.7633225	-0.257138148	0.36556026	-0.703408372	0.48180129	0.732466179
2610203C22Rik	15.40889246	-0.506322156	0.982734479	-0.515217657	0.606400932	NA
3110035E14Rik	2.614695705	1.315156225	2.42647328	0.542003177	0.587816318	NA
Mybl1	197.3862325	-0.059578517	0.210132783	-0.283527949	0.77677216	0.908317163
Vcpip1	1867.691308	0.039287108	0.14101468	0.278602965	0.780549537	0.910436805
1700034P13Rik	3.055671643	1.664021708	1.957779449	0.849953609	0.395350879	NA
Sgk3	333.030775	-0.189391624	0.180476826	-1.049395802	0.293995989	0.568899331
Mcmdc2	17.15268662	0.091647297	1.090990861	0.084003726	0.93305347	0.973788991
Snhg6	253.8565971	0.170602325	0.235869489	0.723291197	0.469501	0.722969915
Snord87	3.126780384	-2.466275501	3.033899529	-0.812906122	0.416271884	NA
Tcf24	17.5084001	-0.394030807	0.957833457	-0.411377159	0.680796	0.859852294
Ppp1r42	0.185865462	1.832793152	4.049196543	0.452631314	0.650814246	NA
Cops5	5540.916469	0.297050757	0.080799522	3.676392492	0.000236555	0.004311115
Cspp1	384.5258162	-0.600184904	0.202318078	-2.966541149	0.003011701	0.028818586
Arfgef1	5380.785505	0.026106634	0.121458456	0.214942908	0.829811831	0.93360082
Cpa6	5.543755148	-1.588056603	1.683964571	-0.943046327	0.345657207	NA
Mir467e	0	NA	NA	NA	NA	NA
Prex2	889.1054975	-0.965363498	0.142163334	-6.790523739	1.12E-11	7.90E-09
A830018L16Rik	2305.000748	0.244855372	0.120107365	2.03863745	0.041486225	0.173491777
Mir6341	0	NA	NA	NA	NA	NA
Gm17644	0.034248072	-0.767016402	4.080523814	-0.187970084	0.850900103	NA
Sulf1	1075.586018	0.005720161	0.117168207	0.048820078	0.961062681	0.985677015
Slco5a1	1491.830987	-0.133226592	0.138678578	-0.960686171	0.336709986	0.609748041
Prdm14	0	NA	NA	NA	NA	NA
Ncoa2	2665.533412	-0.314593693	0.110516729	-2.846570802	0.00441929	0.037745667
Tram1	1683.396509	-0.1222221	0.080353083	-1.521062978	0.128244034	0.348802168
Lactb2	882.4918575	0.328007124	0.155095076	2.114877744	0.034440369	0.153524248
Xkr9	0.127978983	-0.286122059	4.080523814	-0.070118953	0.944098981	NA
Gm5523	6.989521365	-0.623380168	1.008825521	-0.617926644	0.536623695	NA
Eya1	28.69912549	-0.810487808	0.616012949	-1.315699302	0.188274988	0.438727393
Msc	220.5083786	-0.114759315	0.234915605	-0.488512948	0.625186557	0.828210482
Trpa1	2276.757251	0.426009984	0.245334824	1.736443186	0.082485502	0.267209849
Kcnb2	1163.51645	-0.814239918	0.27042487	-3.010965364	0.002604186	0.025974577
Terf1	384.0462546	0.161818291	0.14030312	1.153347774	0.248767669	0.514821738
Sbspon	421.5595954	-0.964896222	0.198194384	-4.868433708	1.12E-06	7.50E-05
4930444P10Rik	26.5740183	-0.306693073	0.896058568	-0.342269003	0.73214846	0.88779501
Rpl7	9132.300096	-0.014493097	0.119157904	-0.121629338	0.903192578	0.963079528
Rdh10	241.3111656	0.01677084	0.262543894	0.063878231	0.949067186	0.982115339
Stau2	2892.949778	0.075843598	0.162201112	0.467589879	0.640077904	0.835272985
Ube2w	2097.782845	0.167118563	0.092162872	1.81329595	0.069786188	0.23932908
Tceb1	3849.55513	0.13306263	0.08214544	1.619841959	0.10526623	0.309857687
D030040B21Rik	0.149532855	-1.852729071	4.071126679	-0.455090008	0.649044487	NA
Tmem70	1125.194768	0.196146994	0.152420567	1.286880094	0.198136085	0.451783123
Ly96	43.84989678	-0.439089755	0.569586052	-0.770892744	0.440770508	0.700025757
Jph1	245.0320171	-0.030072755	0.241392486	-0.124580329	0.900855802	0.962067425
Gdap1	5424.5991	0.071136126	0.089347916	0.796169951	0.425933261	0.687949839
Pi15	17.48140192	-0.808484506	0.78158697	-1.034414002	0.300942661	0.575410034
Crispld1	159.1158225	-0.642835243	0.251176828	-2.559293576	0.010488513	0.068718958
Crisp4	0	NA	NA	NA	NA	NA
Defb44-ps	0	NA	NA	NA	NA	NA
Defb18	0	NA	NA	NA	NA	NA
Defb41	0	NA	NA	NA	NA	NA
Gm15386	0	NA	NA	NA	NA	NA
Tfap2d	0	NA	NA	NA	NA	NA
Tfap2b	0.515509855	-3.269573501	4.024898938	-0.812336794	0.416598403	NA
Pkhd1	0.591719288	2.12564703	4.0392339	0.526250047	0.598714485	NA
4930486I03Rik	0	NA	NA	NA	NA	NA
Mir206	0	NA	NA	NA	NA	NA
Mir133b	0	NA	NA	NA	NA	NA
Il17a	0	NA	NA	NA	NA	NA
Il17f	0.327791487	2.474817714	4.02969096	0.614145784	0.539118996	NA
Mcm3	87.02270216	-0.36846354	0.465821742	-0.790996869	0.428945818	0.690530326
6720483E21Rik	16.0817734	0.352690684	0.921560625	0.382710236	0.701934624	NA
Paqr8	2481.243357	-0.359038751	0.100706503	-3.565199286	0.00036358	0.005993619
Efhc1	130.3991173	0.319390326	0.364837404	0.875431967	0.381338913	0.650593193
Tram2	18.70935942	0.093558393	0.940128099	0.099516644	0.920728073	0.96866228
Tmem14a	1018.803205	0.291310097	0.142836132	2.039470637	0.041403079	0.173397968
Gsta3	17.75462667	-1.666436142	0.837517449	-1.989733042	0.046620351	0.18614303
Gm4956	0.173807263	-0.286122059	4.080523814	-0.070118953	0.944098981	NA
Khdc1a	0.462954341	3.144735846	4.016702532	0.782914797	0.433677148	NA
Khdc1c	0.954518337	-3.934374836	4.008336846	-0.981547955	0.326322598	NA
Khdc1b	2.495036862	1.750997007	2.804529614	0.624346057	0.532400343	NA
Kcnq5	1212.173617	0.008643	0.165794457	0.052130811	0.958424463	0.984934828
Rims1	997.9123232	-0.259988074	0.186074068	-1.397228948	0.162344734	0.401482907
4933415F23Rik	4.311653254	2.801826575	2.103781174	1.331805137	0.18292423	NA
Mir30a	0.584742542	-0.286122059	4.080523814	-0.070118953	0.944098981	NA
Mir30c-2	0.114101263	1.200872358	4.074111202	0.294756893	0.768179599	NA
Ogfrl1	7852.679632	0.035128511	0.078397735	0.448080684	0.654094968	0.8431528
B3gat2	99.78884333	-0.196753041	0.346407027	-0.567982245	0.570047024	0.796136197
Smap1	1785.04966	0.240935828	0.15603924	1.544072043	0.122570881	0.339463974
1110058L19Rik	914.9940497	0.010566618	0.168588149	0.062677112	0.950023624	0.982131325
Fam135a	862.133093	-0.371748242	0.145118073	-2.561695005	0.010416275	0.068517683
Col9a1	2.385463459	-2.847569319	2.945321228	-0.966811121	0.333638464	NA
Col19a1	190.3924098	-0.264983016	0.311659276	-0.850233046	0.395195532	0.662346333
Lmbrd1	5155.665138	-0.035116666	0.08597813	-0.408437193	0.682952733	0.860819496
Bai3	779.595566	-0.097844643	0.168641487	-0.580193191	0.561784345	0.79083163
Gm20172	1.545776582	-5.1684705	4.002761325	-1.291226251	NA	NA
4931408C20Rik	0	NA	NA	NA	NA	NA
Gm597	0	NA	NA	NA	NA	NA
Mir6342	0	NA	NA	NA	NA	NA
Phf3	1772.813361	-0.259049566	0.105370691	-2.458459397	0.013953455	0.082800139
Ptp4a1	179.4340005	-0.040541688	0.231042432	-0.175472911	0.860708054	0.948908149
Gm13363	0	NA	NA	NA	NA	NA
4931428L18Rik	0	NA	NA	NA	NA	NA
Lgsn	0.515613534	3.306149404	4.01437087	0.823578466	0.410179116	NA
Pih1d3	0	NA	NA	NA	NA	NA
Gm4850	0	NA	NA	NA	NA	NA
Khdrbs2	111.0514396	0.439151347	0.261902675	1.676773051	0.093586869	0.288750679
Gm9839	0.212909733	-0.286122059	4.080523814	-0.070118953	0.944098981	NA
Gm5415	1.054197529	1.722042324	3.898138631	0.441760155	0.658662775	NA
Prim2	136.1620323	0.083620107	0.263010673	0.317934271	0.750534796	0.896549246
1700001G17Rik	15.65469403	0.348041249	1.263796833	0.275393354	0.783014049	NA
Rab23	698.4573308	0.241228962	0.160784795	1.500321976	0.13353102	0.35810307
Bag2	1151.407684	0.405490235	0.170314582	2.380830983	0.017273635	0.095995994
Zfp451	908.7603012	-0.148955403	0.132681603	-1.122653024	0.261584886	0.530346754
Gm15455	1.117024549	-0.425136477	1.878193147	-0.226353971	0.820926125	NA
Bend6	5038.588361	0.027971013	0.082773274	0.337923235	0.735421038	0.889946934
Dst	48128.2295	-0.312449136	0.112028524	-2.789014126	0.005286876	0.042584581
Mir6896	0.240847218	-2.490469996	4.046407047	-0.615476883	0.538239831	NA
Mir5103	0.280096015	-2.510586287	4.045695517	-0.620557399	0.534890877	NA
Ccdc115	1271.203315	0.376556117	0.112462328	3.348286699	0.000813128	0.010831746
Imp4	358.9134103	0.178700102	0.229174175	0.779756719	0.435534087	0.696098553
Ptpn18	41.76630248	-0.945228862	0.485052215	-1.948715691	0.051329387	0.198333867
Prss39	0	NA	NA	NA	NA	NA
Cfc1	0	NA	NA	NA	NA	NA
Prss40	0.201841549	-2.249764759	4.055720183	-0.554713998	0.5790903	NA
Amer3	1024.320757	0.067336394	0.166649102	0.404060948	0.686167902	0.862675795
AA619741	0	NA	NA	NA	NA	NA
Arhgef4	2954.338747	-0.005518807	0.094065294	-0.058669957	0.953214989	0.983426371
Fam168b	9997.36811	-0.097236859	0.046377105	-2.096656492	0.036023995	0.157906146
Plekhb2	10623.05567	0.049052853	0.05952182	0.824115471	0.40987395	0.675303137
Mir7669	0.403683098	-3.242933643	4.02546071	-0.805605588	0.420470303	NA
Hs6st1	4772.367692	0.135917511	0.076569441	1.775088203	0.075883325	0.252825263
Uggt1	3625.835983	-0.125080651	0.087082626	-1.43634449	0.15090434	0.385514648
Mir6897	0	NA	NA	NA	NA	NA
Neurl3	44.71550212	-0.824691949	0.590466062	-1.396679678	0.162509918	0.401757625
Arid5a	559.4011187	-0.081074543	0.131282363	-0.61755853	0.536866388	0.774055423
Kansl3	3636.642251	-0.259909447	0.063944526	-4.064608232	4.81E-05	0.001287613
Mir6898	0	NA	NA	NA	NA	NA
Fer1l5	579.6281466	-0.25222452	0.14685914	-1.717458782	0.085895379	0.273954063
Lman2l	1473.970693	-0.01304187	0.100364787	-0.129944677	0.896610197	0.960778533
Cnnm4	757.4579549	-0.03708014	0.121279663	-0.305740791	0.759802013	0.900501393
Cnnm3	979.1307423	-0.289502401	0.114248022	-2.533981734	0.011277461	0.071838587
Ankrd23	83.18187908	-0.992214108	0.55563248	-1.785738134	0.074141668	0.248808449
Ankrd39	632.3111578	0.232725157	0.132362331	1.758243118	0.078706152	0.258261609
Sema4c	1312.157104	-0.971699702	0.204175754	-4.759133665	1.94E-06	0.000110222
Fam178b	1208.457593	-0.585191605	0.306344395	-1.910240939	0.056102198	0.209263172
Cox5b	7245.185306	0.008928149	0.121894363	0.073244969	0.941611182	0.978366624
Actr1b	10196.98396	0.16765726	0.099450203	1.685841304	0.09182637	0.285752582
4933424G06Rik	8.591835393	1.356105797	1.284598754	1.055664886	0.291121345	NA
Zap70	22.10405025	-0.487032333	0.817899603	-0.595467135	0.551531261	0.784363637
Tmem131	2408.983602	-0.072189715	0.116843742	-0.61783125	0.536686582	0.773998039
Cnga3	13.2133621	0.227347974	1.15335991	0.197117978	0.843735215	NA
Inpp4a	5830.735994	-0.138690308	0.088024866	-1.57558102	0.115122393	0.3279404
Coa5	4628.708914	0.04031491	0.075309998	0.5353195	0.592428945	0.809434262
Unc50	1513.694217	0.367433281	0.096038379	3.825900492	0.000130295	0.002768627
Mgat4a	2582.641983	0.044753128	0.127245949	0.351705721	0.72505897	0.884106467
4930594C11Rik	5.860779791	-1.649093644	2.102916316	-0.784193661	0.432926484	NA
2010300C02Rik	203.3367659	-0.024143616	0.341009614	-0.070800397	0.943556616	0.979249907
Tsga10	287.776842	-0.08295246	0.269913667	-0.307329602	0.758592506	0.899769244
Lipt1	138.725681	-0.252368256	0.331302799	-0.761745016	0.446212202	0.704346518
Mitd1	232.4581987	0.362234205	0.169750661	2.133919258	0.032849391	0.148854672
Mrpl30	1217.213478	0.130046853	0.130987194	0.992821125	0.320797133	0.595153612
Lyg2	0.256486904	1.380094512	4.068035181	0.339253338	0.734418892	NA
Lyg1	0	NA	NA	NA	NA	NA
Txndc9	1526.886101	0.101832451	0.09796157	1.039514286	0.298565618	0.572945106
Eif5b	1950.85461	-0.08952561	0.091041776	-0.983346479	0.325436942	0.599567712
Rev1	222.8291783	-0.104345832	0.251725536	-0.414522234	0.678491687	0.858653684
Aff3	2656.731078	-0.013967508	0.10271521	-0.13598286	0.891834831	0.95978937
Lonrf2	3435.293267	0.039220549	0.145594272	0.269382501	0.787635351	0.914107506
Chst10	435.4501487	0.009232739	0.180202104	0.05123547	0.959137888	0.985069496
Nms	11.35339061	1.284123844	1.214027693	1.057738511	0.290174673	NA
Pdcl3	1810.829793	-0.028738083	0.12306488	-0.23351977	0.815357819	0.927877295
Mir6349	0	NA	NA	NA	NA	NA
Npas2	163.4630416	0.367494007	0.296252955	1.240473724	0.214800227	0.474272004
Rpl31	6216.737635	-0.048578689	0.133248728	-0.364571502	0.715431291	0.878569736
Tbc1d8	969.2403039	-0.083080341	0.105538947	-0.787200779	0.431164341	0.692483127
Cnot11	1003.760078	0.301204363	0.098994482	3.042637907	0.002345143	0.024072242
Snord89	0.832302215	2.236940504	3.924748663	0.569957645	0.568706426	NA
Rnf149	1084.596651	0.022308798	0.114533024	0.194780488	0.845564798	0.94158155
Creg2	1068.108717	-0.12577706	0.12152643	-1.034977007	0.300679649	0.575218293
Rfx8	8.395518577	0.995644425	0.981001003	1.01492702	0.310140617	NA
Gm3646	0	NA	NA	NA	NA	NA
1700066B17Rik	0.19937714	-2.214723463	4.057207698	-0.54587382	0.585152676	NA
Map4k4	4816.880145	-0.408242117	0.07332817	-5.567329936	2.59E-08	3.46E-06
Gm16894	15.12424265	-0.133030489	1.160699536	-0.114612339	0.908752399	NA
Il1r2	17.60692577	0.892308503	0.759022305	1.175602479	0.239753764	0.504614236
Il1r1	362.47147	-0.325952012	0.200697559	-1.624095551	0.104355417	0.30856071
Il1rl2	7.008292007	1.556921754	1.483179237	1.049719222	0.293847224	NA
Il1rl1	16.6641946	0.500666053	0.906773151	0.552140359	0.580852193	0.802870991
Il18r1	7.425685714	-1.42830062	1.604813706	-0.890010233	0.373460392	NA
Il18rap	9.633823032	-2.910646989	1.359334898	-2.141228767	0.032255594	NA
Slc9a4	0.436695022	2.436777868	4.020453763	0.606095235	0.544451515	NA
Slc9a2	185.7891015	0.314285083	0.305775474	1.0278296	0.30402999	0.578095567
Mfsd9	491.0630521	0.048807383	0.177387608	0.275145391	0.78320454	0.911370287
Tmem182	7.674634378	-2.707170852	1.598899004	-1.693146876	0.090427514	NA
4930448I06Rik	0	NA	NA	NA	NA	NA
Pou3f3os	5.430753257	-5.030234165	3.802100227	-1.323014614	0.185830518	NA
Pou3f3	11.55398558	0.332678144	1.257052589	0.264649345	0.791279603	NA
2900092D14Rik	4.311457044	0.582661038	2.114658235	0.275534377	0.782905719	NA
2610207O16Rik	0.085319322	-0.286122059	4.080523814	-0.070118953	0.944098981	NA
Mrps9	1439.134749	0.078201437	0.110871843	0.705331808	0.48060377	0.73134296
Gpr45	142.4864923	-0.056458369	0.303121259	-0.186256711	0.852243453	0.945079762
Tgfbrap1	1921.599372	-0.172820302	0.088948154	-1.942932982	0.052024256	0.19974848
AI597479	908.5096267	-0.15859808	0.157559418	-1.006592197	0.314130786	0.588297133
Fhl2	112.221242	0.015259863	0.279983536	0.054502715	0.956534646	0.984594593
Nck2	346.7378625	-0.162462632	0.166246299	-0.977240593	0.328450056	0.602782519
1500015O10Rik	110.882157	0.725911888	0.505640313	1.435628984	0.151107943	0.385828036
Uxs1	1690.850242	0.283659539	0.157882951	1.796644524	0.072392071	0.244873476
Tpp2	2488.287745	0.159498509	0.122888639	1.29791094	0.19431794	0.44650893
Mettl21c	2.038793877	-0.010208102	3.139205083	-0.003251811	0.997405435	NA
Tex30	189.3993369	-0.077210833	0.34445707	-0.224152265	0.822638825	0.930383031
Kdelc1	180.4274523	-0.397578677	0.227902655	-1.744510949	0.081070034	0.264122222
Bivm	669.7785574	-0.166982368	0.162789281	-1.02575776	0.305005781	0.579058342
Ercc5	777.8508899	-0.191223193	0.136934291	-1.39645951	0.162576165	0.401854515
Mettl21e	3.583835528	4.097314629	2.589087334	1.582532414	0.113528079	NA
